Transaction ID,Customer ID,Transaction Date,Business Line,Product/Service,Revenue,Data Source,Email,Age Range,Gender,Region
TXN000590,CUST00165,2024-03-21,Consumer Products,Merchandise - Toys,55.45,3rd Party - Target,,,,South
TXN000591,CUST00097,2024-03-21,Theatrical,Family Adventure,17.35,3rd Party - Regal Cinemas,,,,West Coast
TXN000592,CUST00062,2024-03-21,Streaming,Annual Subscription,106.43,1st Party - Streaming Platform,cust00062@email.com,35-44,M,International
TXN000593,CUST00100,2024-03-21,Theatrical,Space Odyssey 2,17.67,3rd Party - Cinemark,,,,Midwest
TXN000594,CUST00144,2024-03-21,Consumer Products,Merchandise - Home Goods,55.53,3rd Party - Walmart,,,,South
TXN000595,CUST00094,2024-03-21,Online Store,Books,56.03,1st Party - Online Store,cust00094@email.com,18-24,M,Midwest
TXN000596,CUST00101,2024-03-21,Consumer Products,Merchandise - Home Goods,90.5,3rd Party - Target,,,,Southwest
TXN000597,CUST00658,2024-03-21,Consumer Products,Merchandise - Collectibles,36.75,3rd Party - Amazon,,,,West Coast
TXN000598,CUST00238,2024-03-21,Theatrical,Superhero Origins,19.06,3rd Party - AMC Theatres,,,,West Coast
TXN000599,CUST00142,2024-03-21,Online Store,Collectible,84.26,1st Party - Online Store,cust00142@email.com,45-54,F,South
TXN000600,CUST00673,2024-03-21,Theatrical,Family Adventure,26.78,3rd Party - Regal Cinemas,,,,East Coast
TXN000601,CUST00133,2024-03-22,Online Store,Books,60.93,1st Party - Online Store,cust00133@email.com,,,East Coast
TXN000602,CUST00195,2024-03-22,Consumer Products,Merchandise - Collectibles,70.85,3rd Party - Target,,,,Midwest
TXN000603,CUST00141,2024-03-22,Online Store,Accessories,117.26,1st Party - Online Store,cust00141@email.com,35-44,F,International
TXN000604,CUST00087,2024-03-22,Studio Tours,General Admission,68.92,1st Party - Studio Tours,cust00087@email.com,18-24,M,West Coast
TXN000605,CUST00224,2024-03-22,Streaming,Premium Tier Upgrade,104.69,1st Party - Streaming Platform,cust00224@email.com,18-24,M,International
TXN000606,CUST00146,2024-03-22,Theatrical,Family Adventure,13.56,3rd Party - Cinemark,,,,Midwest
TXN000607,CUST00244,2024-03-22,Theatrical,Action Thriller,18.06,3rd Party - Cinemark,,,,South
TXN000608,CUST00216,2024-03-22,Streaming,Annual Subscription,129.65,1st Party - Streaming Platform,cust00216@email.com,35-44,M,Southwest
TXN000609,CUST00067,2024-03-22,Streaming,Annual Subscription,139.67,1st Party - Streaming Platform,cust00067@email.com,18-24,F,International
TXN000610,CUST00143,2024-03-23,Streaming,Monthly Subscription,9.86,1st Party - Streaming Platform,cust00143@email.com,18-24,M,International
TXN000611,CUST00031,2024-03-23,Consumer Products,Merchandise - Apparel,21.91,3rd Party - Target,,,,East Coast
TXN000612,CUST00206,2024-03-23,Theatrical,Mystery Manor,26.57,3rd Party - Regal Cinemas,,,,Midwest
TXN000613,CUST00124,2024-03-23,Theatrical,Mystery Manor,24.23,3rd Party - AMC Theatres,,,,East Coast
TXN000614,CUST00226,2024-03-23,Online Store,Books,53.65,1st Party - Online Store,cust00226@email.com,,,Midwest
TXN000615,CUST00159,2024-03-23,Studio Tours,VIP Tour,292.36,1st Party - Studio Tours,cust00159@email.com,25-34,F,East Coast
TXN000616,CUST00196,2024-03-23,Streaming,Annual Subscription,106.37,1st Party - Streaming Platform,cust00196@email.com,25-34,Prefer not to say,West Coast
TXN000617,CUST00054,2024-03-23,Streaming,Monthly Subscription,14.5,1st Party - Streaming Platform,cust00054@email.com,45-54,M,Midwest
TXN000618,CUST00672,2024-03-24,Theatrical,Family Adventure,12.93,3rd Party - Cinemark,,,,South
TXN000619,CUST00116,2024-03-24,Consumer Products,Merchandise - Apparel,56.72,3rd Party - Amazon,,,,East Coast
TXN000620,CUST00017,2024-03-24,Studio Tours,General Admission,79.35,1st Party - Studio Tours,cust00017@email.com,45-54,M,East Coast
TXN000621,CUST00214,2024-03-24,Theatrical,Superhero Origins,27.27,3rd Party - Regal Cinemas,,,,International
TXN000622,CUST00202,2024-03-24,Online Store,Action Figure,18.15,1st Party - Online Store,cust00202@email.com,45-54,Other,Midwest
TXN000623,CUST00174,2024-03-25,Streaming,Annual Subscription,145.8,1st Party - Streaming Platform,cust00174@email.com,55+,F,Southwest
TXN000624,CUST00011,2024-03-25,Studio Tours,Behind-the-Scenes Experience,328.58,1st Party - Studio Tours,cust00011@email.com,18-24,M,West Coast
TXN000625,CUST00222,2024-03-25,Studio Tours,Behind-the-Scenes Experience,291.44,1st Party - Studio Tours,cust00222@email.com,35-44,M,International
TXN000626,CUST00219,2024-03-25,Online Store,Books,82.05,1st Party - Online Store,cust00219@email.com,25-34,M,East Coast
TXN000627,CUST00145,2024-03-25,Streaming,Annual Subscription,104.82,1st Party - Streaming Platform,cust00145@email.com,35-44,F,Midwest
TXN000628,CUST00177,2024-03-26,Streaming,Annual Subscription,149.4,1st Party - Streaming Platform,cust00177@email.com,,,Southwest
TXN000629,CUST00061,2024-03-26,Online Store,Accessories,49.14,1st Party - Online Store,cust00061@email.com,25-34,F,Midwest
TXN000630,CUST00017,2024-03-26,Studio Tours,VIP Tour,236.94,1st Party - Studio Tours,cust00017@email.com,45-54,M,Midwest
TXN000631,CUST00077,2024-03-26,Consumer Products,Merchandise - Home Goods,26.06,3rd Party - Walmart,,,,International
TXN000632,CUST00168,2024-03-26,Streaming,Annual Subscription,90.03,1st Party - Streaming Platform,cust00168@email.com,45-54,Other,Southwest
TXN000633,CUST00223,2024-03-26,Studio Tours,VIP Tour,278.12,1st Party - Studio Tours,cust00223@email.com,45-54,Prefer not to say,West Coast
TXN000634,CUST00758,2024-03-26,Theatrical,Superhero Origins,16.26,3rd Party - Regal Cinemas,,,,Southwest
TXN000635,CUST00025,2024-03-27,Streaming,Premium Tier Upgrade,90.1,1st Party - Streaming Platform,cust00025@email.com,18-24,M,Midwest
TXN000636,CUST00058,2024-03-27,Studio Tours,VIP Tour,207.7,1st Party - Studio Tours,cust00058@email.com,55+,M,East Coast
TXN000637,CUST00041,2024-03-27,Studio Tours,VIP Tour,193.83,1st Party - Studio Tours,cust00041@email.com,55+,F,West Coast
TXN000638,CUST00159,2024-03-27,Streaming,Annual Subscription,133.44,1st Party - Streaming Platform,cust00159@email.com,18-24,F,West Coast
TXN000639,CUST00087,2024-03-27,Streaming,Annual Subscription,91.18,1st Party - Streaming Platform,cust00087@email.com,45-54,Prefer not to say,Southwest
TXN000640,CUST00098,2024-03-27,Consumer Products,Merchandise - Apparel,26.11,3rd Party - Amazon,,,,Midwest
TXN000641,CUST00200,2024-03-27,Studio Tours,General Admission,48.06,1st Party - Studio Tours,cust00200@email.com,55+,F,Midwest
TXN000642,CUST00144,2024-03-27,Online Store,Apparel,36.81,1st Party - Online Store,cust00144@email.com,55+,F,West Coast
TXN000643,CUST00067,2024-03-27,Streaming,Premium Tier Upgrade,120.22,1st Party - Streaming Platform,cust00067@email.com,45-54,F,West Coast
TXN000644,CUST00204,2024-03-27,Online Store,Accessories,84.18,1st Party - Online Store,cust00204@email.com,55+,Other,West Coast
TXN000645,CUST00197,2024-03-27,Online Store,Action Figure,97.82,1st Party - Online Store,cust00197@email.com,35-44,Prefer not to say,West Coast
TXN000646,CUST00158,2024-03-27,Streaming,Premium Tier Upgrade,130.44,1st Party - Streaming Platform,cust00158@email.com,18-24,F,West Coast
TXN000647,CUST00246,2024-03-27,Theatrical,Space Odyssey 2,17.16,3rd Party - AMC Theatres,,,,West Coast
TXN000648,CUST00203,2024-03-28,Consumer Products,Merchandise - Toys,86.76,3rd Party - Target,,,,South
TXN000649,CUST00721,2024-03-28,Theatrical,Action Thriller,14.89,3rd Party - AMC Theatres,,,,International
TXN000650,CUST00127,2024-03-28,Streaming,Monthly Subscription,12.76,1st Party - Streaming Platform,cust00127@email.com,25-34,Prefer not to say,South
TXN000651,CUST00066,2024-03-28,Streaming,Annual Subscription,93.61,1st Party - Streaming Platform,cust00066@email.com,55+,Other,West Coast
TXN000652,CUST00231,2024-03-28,Theatrical,Family Adventure,27.56,3rd Party - Cinemark,,,,International
TXN000653,CUST00634,2024-03-29,Theatrical,Family Adventure,23,3rd Party - Cinemark,,,,Midwest
TXN000654,CUST00152,2024-03-29,Studio Tours,General Admission,58.42,1st Party - Studio Tours,cust00152@email.com,,,East Coast
TXN000655,CUST00055,2024-03-29,Theatrical,Family Adventure,18.21,3rd Party - Regal Cinemas,,,,International
TXN000656,CUST00201,2024-03-29,Online Store,Apparel,19.44,1st Party - Online Store,cust00201@email.com,55+,M,Southwest
TXN000657,CUST00187,2024-03-29,Online Store,Apparel,53.44,1st Party - Online Store,cust00187@email.com,45-54,Prefer not to say,International
TXN000658,CUST00005,2024-03-30,Online Store,Accessories,42.86,1st Party - Online Store,cust00005@email.com,,,South
TXN000659,CUST00207,2024-03-30,Online Store,Books,42.43,1st Party - Online Store,cust00207@email.com,45-54,F,Southwest
TXN000660,CUST00205,2024-03-30,Online Store,Collectible,26.54,1st Party - Online Store,cust00205@email.com,25-34,M,Midwest
TXN000661,CUST00059,2024-03-30,Streaming,Monthly Subscription,14.33,1st Party - Streaming Platform,cust00059@email.com,,,International
TXN000662,CUST00147,2024-03-30,Theatrical,Superhero Origins,19.04,3rd Party - AMC Theatres,,,,East Coast
TXN000663,CUST00196,2024-03-30,Studio Tours,Behind-the-Scenes Experience,244.1,1st Party - Studio Tours,cust00196@email.com,35-44,F,Southwest
TXN000664,CUST00064,2024-03-30,Streaming,Premium Tier Upgrade,95.04,1st Party - Streaming Platform,cust00064@email.com,,,International
TXN000665,CUST00026,2024-03-30,Streaming,Annual Subscription,136.06,1st Party - Streaming Platform,cust00026@email.com,35-44,Other,West Coast
TXN000666,CUST00236,2024-03-30,Online Store,Action Figure,51.76,1st Party - Online Store,cust00236@email.com,18-24,Prefer not to say,South
TXN000667,CUST00006,2024-03-31,Online Store,Collectible,103.5,1st Party - Online Store,cust00006@email.com,18-24,F,South
TXN000668,CUST00204,2024-03-31,Consumer Products,Merchandise - Home Goods,92.82,3rd Party - Target,,,,Southwest
TXN000669,CUST00200,2024-03-31,Consumer Products,Merchandise - Home Goods,70.35,3rd Party - Amazon,,,,East Coast
TXN000670,CUST00091,2024-03-31,Online Store,Apparel,89.26,1st Party - Online Store,cust00091@email.com,45-54,M,East Coast
TXN000671,CUST00007,2024-04-01,Online Store,Collectible,92.34,1st Party - Online Store,cust00007@email.com,45-54,F,Midwest
TXN000672,CUST00194,2024-04-01,Studio Tours,VIP Tour,340.7,1st Party - Studio Tours,cust00194@email.com,,,International
TXN000673,CUST00753,2024-04-01,Theatrical,Action Thriller,12.62,3rd Party - Cinemark,,,,International
TXN000674,CUST00210,2024-04-01,Streaming,Monthly Subscription,12.2,1st Party - Streaming Platform,cust00210@email.com,55+,Other,International
TXN000675,CUST00212,2024-04-01,Studio Tours,Behind-the-Scenes Experience,158.8,1st Party - Studio Tours,cust00212@email.com,25-34,F,East Coast
TXN000676,CUST00093,2024-04-01,Online Store,Action Figure,46.74,1st Party - Online Store,cust00093@email.com,25-34,Other,West Coast
TXN000677,CUST00133,2024-04-02,Consumer Products,Merchandise - Apparel,58.12,3rd Party - Target,,,,East Coast
TXN000678,CUST00056,2024-04-02,Streaming,Annual Subscription,141.62,1st Party - Streaming Platform,cust00056@email.com,45-54,Other,South
TXN000679,CUST00242,2024-04-02,Online Store,Collectible,82.99,1st Party - Online Store,cust00242@email.com,,,East Coast
TXN000680,CUST00113,2024-04-02,Consumer Products,Merchandise - Collectibles,35.64,3rd Party - Target,,,,Midwest
TXN000681,CUST00105,2024-04-02,Theatrical,Superhero Origins,24.3,3rd Party - Regal Cinemas,,,,International
TXN000682,CUST00008,2024-04-02,Consumer Products,Merchandise - Collectibles,79.72,3rd Party - Walmart,,,,South
TXN000683,CUST00113,2024-04-02,Theatrical,Action Thriller,21.78,3rd Party - Cinemark,,,,Midwest
TXN000684,CUST00118,2024-04-03,Consumer Products,Merchandise - Home Goods,50.12,3rd Party - Amazon,,,,Midwest
TXN000685,CUST00065,2024-04-03,Studio Tours,VIP Tour,336.85,1st Party - Studio Tours,cust00065@email.com,55+,Prefer not to say,East Coast
TXN000686,CUST00033,2024-04-03,Online Store,Apparel,95.59,1st Party - Online Store,cust00033@email.com,45-54,Prefer not to say,South
TXN000687,CUST00018,2024-04-03,Streaming,Monthly Subscription,12.22,1st Party - Streaming Platform,cust00018@email.com,,,International
TXN000688,CUST00192,2024-04-03,Online Store,Collectible,99.96,1st Party - Online Store,cust00192@email.com,,,South
TXN000689,CUST00104,2024-04-04,Theatrical,Mystery Manor,24.64,3rd Party - Cinemark,,,,Midwest
TXN000690,CUST00013,2024-04-04,Studio Tours,Behind-the-Scenes Experience,179.65,1st Party - Studio Tours,cust00013@email.com,18-24,F,West Coast
TXN000691,CUST00160,2024-04-04,Streaming,Monthly Subscription,14.51,1st Party - Streaming Platform,cust00160@email.com,35-44,Prefer not to say,Southwest
TXN000692,CUST00053,2024-04-04,Streaming,Annual Subscription,96.76,1st Party - Streaming Platform,cust00053@email.com,18-24,F,East Coast
TXN000693,CUST00188,2024-04-04,Streaming,Premium Tier Upgrade,142.98,1st Party - Streaming Platform,cust00188@email.com,35-44,F,Midwest
TXN000694,CUST00058,2024-04-04,Online Store,Action Figure,80.86,1st Party - Online Store,cust00058@email.com,45-54,M,South
TXN000695,CUST00114,2024-04-04,Studio Tours,Behind-the-Scenes Experience,251.52,1st Party - Studio Tours,cust00114@email.com,,,East Coast
TXN000696,CUST00209,2024-04-05,Theatrical,Mystery Manor,23.74,3rd Party - Regal Cinemas,,,,Midwest
TXN000697,CUST00087,2024-04-05,Theatrical,Family Adventure,19.94,3rd Party - Regal Cinemas,,,,South
TXN000698,CUST00118,2024-04-05,Streaming,Monthly Subscription,14.35,1st Party - Streaming Platform,cust00118@email.com,18-24,F,South
TXN000699,CUST00096,2024-04-05,Theatrical,Mystery Manor,23.26,3rd Party - AMC Theatres,,,,East Coast
TXN000700,CUST00651,2024-04-06,Theatrical,Action Thriller,13.1,3rd Party - Cinemark,,,,South
TXN000701,CUST00010,2024-04-06,Theatrical,Action Thriller,18.72,3rd Party - AMC Theatres,,,,Southwest
TXN000702,CUST00233,2024-04-06,Consumer Products,Merchandise - Toys,85.08,3rd Party - Amazon,,,,East Coast
TXN000703,CUST00200,2024-04-06,Theatrical,Space Odyssey 2,13.71,3rd Party - AMC Theatres,,,,East Coast
TXN000704,CUST00247,2024-04-06,Studio Tours,General Admission,54.39,1st Party - Studio Tours,cust00247@email.com,18-24,M,Southwest
TXN000705,CUST00207,2024-04-06,Studio Tours,General Admission,66.81,1st Party - Studio Tours,cust00207@email.com,18-24,M,West Coast
TXN000706,CUST00091,2024-04-06,Online Store,Collectible,106.34,1st Party - Online Store,cust00091@email.com,25-34,Prefer not to say,South
TXN000707,CUST00703,2024-04-07,Consumer Products,Merchandise - Toys,87.87,3rd Party - Walmart,,,,International
TXN000708,CUST00244,2024-04-07,Studio Tours,General Admission,45.94,1st Party - Studio Tours,cust00244@email.com,,,West Coast
TXN000709,CUST00080,2024-04-07,Consumer Products,Merchandise - Home Goods,18.29,3rd Party - Walmart,,,,Southwest
TXN000710,CUST00144,2024-04-07,Theatrical,Mystery Manor,18.12,3rd Party - Cinemark,,,,East Coast
TXN000711,CUST00151,2024-04-08,Theatrical,Action Thriller,13.73,3rd Party - Regal Cinemas,,,,West Coast
TXN000712,CUST00238,2024-04-08,Studio Tours,Behind-the-Scenes Experience,204.92,1st Party - Studio Tours,cust00238@email.com,45-54,Other,Midwest
TXN000713,CUST00184,2024-04-08,Streaming,Premium Tier Upgrade,147.86,1st Party - Streaming Platform,cust00184@email.com,,,Southwest
TXN000714,CUST00641,2024-04-08,Theatrical,Family Adventure,19.51,3rd Party - AMC Theatres,,,,South
TXN000715,CUST00222,2024-04-08,Theatrical,Action Thriller,25.6,3rd Party - Cinemark,,,,East Coast
TXN000716,CUST00169,2024-04-08,Online Store,Collectible,56.84,1st Party - Online Store,cust00169@email.com,18-24,Other,Midwest
TXN000717,CUST00100,2024-04-08,Studio Tours,General Admission,76.65,1st Party - Studio Tours,cust00100@email.com,25-34,Other,West Coast
TXN000718,CUST00008,2024-04-08,Online Store,Books,106.1,1st Party - Online Store,cust00008@email.com,45-54,F,West Coast
TXN000719,CUST00070,2024-04-08,Online Store,Accessories,99.93,1st Party - Online Store,cust00070@email.com,45-54,Other,International
TXN000720,CUST00142,2024-04-09,Consumer Products,Merchandise - Home Goods,67.79,3rd Party - Target,,,,Southwest
TXN000721,CUST00101,2024-04-09,Theatrical,Space Odyssey 2,17.36,3rd Party - AMC Theatres,,,,Southwest
TXN000722,CUST00199,2024-04-09,Studio Tours,Behind-the-Scenes Experience,208.84,1st Party - Studio Tours,cust00199@email.com,,,International
TXN000723,CUST00231,2024-04-09,Streaming,Annual Subscription,109.07,1st Party - Streaming Platform,cust00231@email.com,55+,Other,International
TXN000724,CUST00159,2024-04-09,Consumer Products,Merchandise - Collectibles,91.26,3rd Party - Amazon,,,,East Coast
TXN000725,CUST00203,2024-04-09,Consumer Products,Merchandise - Toys,87.35,3rd Party - Amazon,,,,East Coast
TXN000726,CUST00674,2024-04-09,Consumer Products,Merchandise - Toys,65.51,3rd Party - Target,,,,Midwest
TXN000727,CUST00156,2024-04-09,Studio Tours,VIP Tour,240.95,1st Party - Studio Tours,cust00156@email.com,18-24,Other,East Coast
TXN000728,CUST00086,2024-04-10,Studio Tours,General Admission,72,1st Party - Studio Tours,cust00086@email.com,35-44,F,International
TXN000729,CUST00157,2024-04-10,Consumer Products,Merchandise - Apparel,87.93,3rd Party - Target,,,,Southwest
TXN000730,CUST00223,2024-04-10,Studio Tours,Behind-the-Scenes Experience,319.1,1st Party - Studio Tours,cust00223@email.com,,,East Coast
TXN000731,CUST00198,2024-04-10,Studio Tours,Behind-the-Scenes Experience,296.49,1st Party - Studio Tours,cust00198@email.com,25-34,F,West Coast
TXN000732,CUST00086,2024-04-10,Online Store,Accessories,49.34,1st Party - Online Store,cust00086@email.com,18-24,Other,South
TXN000733,CUST00199,2024-04-10,Streaming,Monthly Subscription,12.21,1st Party - Streaming Platform,cust00199@email.com,18-24,Prefer not to say,West Coast
TXN000734,CUST00002,2024-04-10,Studio Tours,VIP Tour,346.85,1st Party - Studio Tours,cust00002@email.com,18-24,Other,Southwest
TXN000735,CUST00061,2024-04-10,Theatrical,Family Adventure,21.64,3rd Party - AMC Theatres,,,,West Coast
TXN000736,CUST00006,2024-04-11,Consumer Products,Merchandise - Collectibles,87.2,3rd Party - Target,,,,South
TXN000737,CUST00199,2024-04-11,Studio Tours,Behind-the-Scenes Experience,326.19,1st Party - Studio Tours,cust00199@email.com,,,Southwest
TXN000738,CUST00144,2024-04-11,Online Store,Accessories,90.18,1st Party - Online Store,cust00144@email.com,45-54,F,South
TXN000739,CUST00023,2024-04-11,Theatrical,Action Thriller,20.01,3rd Party - Cinemark,,,,South
TXN000740,CUST00207,2024-04-11,Online Store,Action Figure,30.47,1st Party - Online Store,cust00207@email.com,,,South
TXN000741,CUST00126,2024-04-11,Streaming,Monthly Subscription,9.51,1st Party - Streaming Platform,cust00126@email.com,25-34,Prefer not to say,West Coast
TXN000742,CUST00108,2024-04-11,Online Store,Books,93.44,1st Party - Online Store,cust00108@email.com,25-34,M,Midwest
TXN000743,CUST00172,2024-04-12,Streaming,Annual Subscription,126.42,1st Party - Streaming Platform,cust00172@email.com,,,South
TXN000744,CUST00087,2024-04-12,Streaming,Annual Subscription,125.7,1st Party - Streaming Platform,cust00087@email.com,18-24,F,South
TXN000745,CUST00210,2024-04-12,Consumer Products,Merchandise - Home Goods,79.1,3rd Party - Target,,,,East Coast
TXN000746,CUST00083,2024-04-12,Studio Tours,Behind-the-Scenes Experience,188.51,1st Party - Studio Tours,cust00083@email.com,35-44,Prefer not to say,International
TXN000747,CUST00045,2024-04-12,Studio Tours,Behind-the-Scenes Experience,176.43,1st Party - Studio Tours,cust00045@email.com,35-44,Other,East Coast
TXN000748,CUST00116,2024-04-12,Studio Tours,Behind-the-Scenes Experience,287.69,1st Party - Studio Tours,cust00116@email.com,45-54,Prefer not to say,Midwest
TXN000749,CUST00158,2024-04-12,Online Store,Books,24.55,1st Party - Online Store,cust00158@email.com,,,South
TXN000750,CUST00033,2024-04-12,Online Store,Collectible,78.69,1st Party - Online Store,cust00033@email.com,18-24,Other,Southwest
TXN000751,CUST00233,2024-04-13,Consumer Products,Merchandise - Home Goods,72.66,3rd Party - Walmart,,,,South
TXN000752,CUST00242,2024-04-13,Studio Tours,General Admission,50.44,1st Party - Studio Tours,cust00242@email.com,18-24,F,West Coast
TXN000753,CUST00142,2024-04-13,Streaming,Annual Subscription,128.3,1st Party - Streaming Platform,cust00142@email.com,,,Midwest
TXN000754,CUST00206,2024-04-13,Consumer Products,Merchandise - Apparel,49.1,3rd Party - Target,,,,International
TXN000755,CUST00028,2024-04-13,Theatrical,Family Adventure,20.36,3rd Party - AMC Theatres,,,,Southwest
TXN000756,CUST00032,2024-04-13,Studio Tours,VIP Tour,237.82,1st Party - Studio Tours,cust00032@email.com,18-24,F,South
TXN000757,CUST00230,2024-04-13,Streaming,Monthly Subscription,11.71,1st Party - Streaming Platform,cust00230@email.com,25-34,Other,South
TXN000758,CUST00230,2024-04-13,Theatrical,Action Thriller,26.12,3rd Party - Cinemark,,,,West Coast
TXN000759,CUST00241,2024-04-14,Online Store,Apparel,28.18,1st Party - Online Store,cust00241@email.com,,,Southwest
TXN000760,CUST00730,2024-04-14,Consumer Products,Merchandise - Apparel,44.33,3rd Party - Target,,,,Midwest
TXN000761,CUST00024,2024-04-14,Online Store,Apparel,106.16,1st Party - Online Store,cust00024@email.com,,,East Coast
TXN000762,CUST00202,2024-04-15,Online Store,Apparel,40.76,1st Party - Online Store,cust00202@email.com,55+,Prefer not to say,West Coast
TXN000763,CUST00085,2024-04-15,Online Store,Apparel,117.31,1st Party - Online Store,cust00085@email.com,55+,Other,International
TXN000764,CUST00156,2024-04-15,Consumer Products,Merchandise - Home Goods,44.84,3rd Party - Walmart,,,,International
TXN000765,CUST00012,2024-04-15,Theatrical,Family Adventure,18.07,3rd Party - Regal Cinemas,,,,International
TXN000766,CUST00088,2024-04-16,Online Store,Books,100.47,1st Party - Online Store,cust00088@email.com,55+,Other,Midwest
TXN000767,CUST00105,2024-04-16,Studio Tours,VIP Tour,153.74,1st Party - Studio Tours,cust00105@email.com,25-34,Other,Midwest
TXN000768,CUST00214,2024-04-16,Consumer Products,Merchandise - Home Goods,60.63,3rd Party - Target,,,,South
TXN000769,CUST00004,2024-04-16,Studio Tours,General Admission,71.23,1st Party - Studio Tours,cust00004@email.com,18-24,Prefer not to say,International
TXN000770,CUST00042,2024-04-17,Streaming,Monthly Subscription,9.72,1st Party - Streaming Platform,cust00042@email.com,55+,Other,International
TXN000771,CUST00197,2024-04-17,Streaming,Premium Tier Upgrade,133.49,1st Party - Streaming Platform,cust00197@email.com,,,West Coast
TXN000772,CUST00051,2024-04-17,Streaming,Premium Tier Upgrade,101.86,1st Party - Streaming Platform,cust00051@email.com,18-24,Prefer not to say,East Coast
TXN000773,CUST00059,2024-04-17,Consumer Products,Merchandise - Apparel,52.96,3rd Party - Walmart,,,,Southwest
TXN000774,CUST00119,2024-04-17,Consumer Products,Merchandise - Collectibles,89.9,3rd Party - Walmart,,,,International
TXN000775,CUST00768,2024-04-17,Consumer Products,Merchandise - Home Goods,75.4,3rd Party - Target,,,,South
TXN000776,CUST00176,2024-04-17,Consumer Products,Merchandise - Home Goods,70.47,3rd Party - Walmart,,,,International
TXN000777,CUST00167,2024-04-17,Streaming,Premium Tier Upgrade,133.03,1st Party - Streaming Platform,cust00167@email.com,18-24,Prefer not to say,West Coast
TXN000778,CUST00772,2024-04-17,Consumer Products,Merchandise - Apparel,72.41,3rd Party - Walmart,,,,East Coast
TXN000779,CUST00179,2024-04-17,Theatrical,Action Thriller,21.79,3rd Party - AMC Theatres,,,,West Coast
TXN000780,CUST00212,2024-04-18,Theatrical,Mystery Manor,19.92,3rd Party - Regal Cinemas,,,,Midwest
TXN000781,CUST00178,2024-04-18,Online Store,Accessories,62.82,1st Party - Online Store,cust00178@email.com,,,East Coast
TXN000782,CUST00056,2024-04-18,Streaming,Monthly Subscription,14.95,1st Party - Streaming Platform,cust00056@email.com,25-34,F,International
TXN000783,CUST00156,2024-04-18,Consumer Products,Merchandise - Toys,79.64,3rd Party - Target,,,,Southwest
TXN000784,CUST00155,2024-04-18,Streaming,Annual Subscription,121.64,1st Party - Streaming Platform,cust00155@email.com,,,Midwest
TXN000785,CUST00191,2024-04-18,Consumer Products,Merchandise - Home Goods,47.03,3rd Party - Target,,,,West Coast
TXN000786,CUST00060,2024-04-19,Online Store,Books,64.89,1st Party - Online Store,cust00060@email.com,18-24,Other,East Coast
TXN000787,CUST00237,2024-04-19,Streaming,Premium Tier Upgrade,145.23,1st Party - Streaming Platform,cust00237@email.com,45-54,Other,International
TXN000788,CUST00035,2024-04-19,Consumer Products,Merchandise - Home Goods,32.48,3rd Party - Amazon,,,,West Coast
TXN000789,CUST00128,2024-04-19,Consumer Products,Merchandise - Apparel,67.86,3rd Party - Amazon,,,,International
TXN000790,CUST00701,2024-04-19,Consumer Products,Merchandise - Home Goods,31.46,3rd Party - Walmart,,,,International
TXN000791,CUST00151,2024-04-19,Theatrical,Family Adventure,18.49,3rd Party - Regal Cinemas,,,,East Coast
TXN000792,CUST00173,2024-04-19,Consumer Products,Merchandise - Collectibles,85.93,3rd Party - Amazon,,,,Midwest
TXN000793,CUST00027,2024-04-20,Streaming,Premium Tier Upgrade,106.8,1st Party - Streaming Platform,cust00027@email.com,18-24,F,Southwest
TXN000794,CUST00050,2024-04-20,Streaming,Premium Tier Upgrade,134.32,1st Party - Streaming Platform,cust00050@email.com,55+,Other,West Coast
TXN000795,CUST00703,2024-04-20,Theatrical,Superhero Origins,19.49,3rd Party - AMC Theatres,,,,South
TXN000796,CUST00151,2024-04-20,Online Store,Apparel,100.37,1st Party - Online Store,cust00151@email.com,25-34,M,Midwest
TXN000797,CUST00019,2024-04-20,Online Store,Action Figure,83.98,1st Party - Online Store,cust00019@email.com,35-44,M,West Coast
TXN000798,CUST00227,2024-04-20,Streaming,Premium Tier Upgrade,138.45,1st Party - Streaming Platform,cust00227@email.com,25-34,Other,South
TXN000799,CUST00630,2024-04-20,Consumer Products,Merchandise - Apparel,51.56,3rd Party - Target,,,,East Coast
TXN000800,CUST00076,2024-04-21,Theatrical,Mystery Manor,27.5,3rd Party - AMC Theatres,,,,Southwest
TXN000801,CUST00202,2024-04-21,Online Store,Collectible,112.21,1st Party - Online Store,cust00202@email.com,25-34,M,Midwest
TXN000802,CUST00091,2024-04-21,Theatrical,Action Thriller,18.69,3rd Party - Regal Cinemas,,,,Southwest
TXN000803,CUST00146,2024-04-21,Studio Tours,General Admission,74.37,1st Party - Studio Tours,cust00146@email.com,45-54,F,South
TXN000804,CUST00196,2024-04-22,Studio Tours,Behind-the-Scenes Experience,265.14,1st Party - Studio Tours,cust00196@email.com,45-54,Other,East Coast
TXN000805,CUST00011,2024-04-22,Online Store,Books,94.65,1st Party - Online Store,cust00011@email.com,25-34,Other,Midwest
TXN000806,CUST00219,2024-04-22,Consumer Products,Merchandise - Collectibles,38.71,3rd Party - Walmart,,,,Midwest
TXN000807,CUST00137,2024-04-22,Streaming,Annual Subscription,98.18,1st Party - Streaming Platform,cust00137@email.com,55+,Other,International
TXN000808,CUST00028,2024-04-22,Theatrical,Mystery Manor,26.67,3rd Party - Cinemark,,,,South
TXN000809,CUST00114,2024-04-22,Streaming,Annual Subscription,137.67,1st Party - Streaming Platform,cust00114@email.com,18-24,Other,International
